"79349","1197781","Lost Boys","4","10.0","2009-11-29"
"79349","1230331","Hello, Dexter Morgan","4","11.0","2009-12-06"
"79349","1230341","The Getaway","4","12.0","2009-12-13"
"79349","2405491","My Bad","5","1","2010-09-26"
"79349","2488271","Hello Bandit","5","2","2010-10-03"
"79349","2488281","Practically Perfect","5","3","2010-10-10"
"79349","2488291","Beauty and the Beast","5","4","2010-10-17"
"79349","2460921","First Blood","5","5","2010-10-24"
"79349","2755231","Everything Is Illumenated","5","6","2010-10-31"
"79349","2857481","Circle Us","5","7","2010-11-07"
"79349","2857491","Take It!","5","8","2010-11-14"
"79349","2857501","Teenage Wasteland","5","9","2010-11-21"
"79349","2857511","In the Beginning","5","10","2010-11-28"
"79349","2895411","Hop a Freighter","5","11","2010-12-05"
"79349","2921571","The Big One","5","12","2010-12-12"
"79349","3994021","Those Kinds of Things","6","1","2011-10-02"
"79349","4104862","Once Upon a Time...","6","2","2011-10-09"
"79349","4122164","Smokey and the Bandit","6","3","2011-10-16"
"79349","4122165","A Horse of a Different Color","6","4","2011-10-23"
"79349","4122166","The Angel of Death","6","5","2011-10-30"
"79349","4134310","Just Let Go","6","6","2011-11-06"
"79349","4159032","Nebraska","6","7","2011-11-13"
"79349","4159033","Sin of Omission","6","8","2011-11-20"
"79349","4159034","Get Gellar","6","9","2011-11-27"
"79349","4159035","Ricochet Rabbit","6","10","2011-12-04"
"79349","4159036","Talk to the Hand","6","11","2011-12-11"
"79349","4159037","This is the Way the World Ends","6","12","2011-12-18"
"79349","4248734","Are You... ?","7","1","2012-09-30"
"79349","4328753","The Shadow Knows","7","2","2012-10-07"
"79349","4333791","Buck the System","7","3","2012-10-14"
"79349","4345576","Run","7","4","2012-10-21"
"79349","4347734","Swim Deep","7","5","2012-10-28"
"79349","4363846","Do the Wrong Thing","7","6","2012-11-04"
"79349","4363847","Chemistry","7","7",""
"121361","3254641","Winter Is Coming","1","1.0","2011-04-17"
"121361","3436411","The Kingsroad","1","2.0","2011-04-24"
"121361","3436421","Lord Snow","1","3.0","2011-05-01"
"121361","3436431","Cripples, Bastards, and Broken Things","1","4.0","2011-05-08"
"121361","3436441","The Wolf and the Lion","1","5.0","2011-05-15"
"121361","3436451","A Golden Crown","1","6.0","2011-05-22"
"121361","3436461","You Win or You Die","1","7.0","2011-05-29"
"121361","3360391","The Pointy End","1","8.0","2011-06-05"
"121361","4063481","Baelor","1","9.0","2011-06-12"
"121361","4063491","Fire and Blood","1","10.0","2011-06-19"
"121361","4161693","The North Remembers","2","1.0","2012-04-01"
"121361","4245771","The Night Lands","2","2.0","2012-04-08"
"121361","4245772","What is Dead May Never Die","2","3.0","2012-04-15"
"121361","4245773","Garden of Bones","2","4.0","2012-04-22"
"121361","4245774","The Ghost of Harrenhal","2","5.0","2012-04-29"
"121361","4245775","The Old Gods and the New","2","6.0","2012-05-06"
"121361","4245776","A Man Without Honor","2","7.0","2012-05-13"
"121361","4245777","The Prince of Winterfell","2","8.0","2012-05-20"
"121361","4245778","Blackwater","2","9.0","2012-05-27"
"121361","4245779","Valar Morghulis","2","10.0","2012-06-03"
"121361","4293685","TBA","3","1","2013-03-31"
"79488","308865","Pilot","1","1.0","2006-10-11"
"79488","308866","The Aftermath","1","2.0","2006-10-18"
"79488","308867","Blind Date","1","3.0","2006-10-25"
"79488","308868","Jack the Writer","1","4.0","2006-11-01"
"79488","311013","Jack-Tor","1","5.0","2006-11-16"
"79488","311010","Jack Meets Dennis","1","6.0","2006-11-30"
"79488","311012","Tracy Does Conan","1","7.0","2006-12-07"
"79488","311011","The Break Up","1","8.0","2006-12-14"
"79488","311604","The Baby Show","1","9.0","2007-01-04"
"79488","316764","The Rural Juror","1","10.0","2007-01-10"
"79488","316765","The Head and the Hair","1","11.0","2007-01-18"
"79488","320192","Black Tie","1","12.0","2007-02-01"
"79488","320499","Up All Night","1","13.0","2007-02-08"
"79488","320677","The 'C' Word","1","14.0","2007-02-15"
"79488","320885","Hardball","1","15.0","2007-02-22"
"79488","323243","The Source Awards","1","16.0","2007-03-01"
"79488","324051","The Fighting Irish","1","17.0","2007-03-08"
"79488","327682","Fireworks","1","18.0","2007-04-05"
"79488","327697","Corporate Crush","1","19.0","2007-04-12"
"79488","327698","Cleveland","1","20.0","2007-04-19"
"79488","327699","Hiatus","1","21.0","2007-04-26"
"79488","336606","Seinfeld Vision","2","1","2007-10-04"
"79488","337903","Jack Gets in the Game","2","2","2007-10-11"
"79488","337904","The Collection","2","3","2007-10-18"
"79488","337905","Rosemary's Baby","2","4","2007-10-25"
"79488","337906","Greenzo","2","5","2007-11-08"
"79488","337907","Somebody to Love","2","6","2007-11-15"
"79488","342291","Cougars","2","7","2007-11-29"
"79488","343234","Secrets & Lies","2","8","2007-12-06"
"79488","345107","Episode 209","2","9","2007-12-13"
"79488","347835","Episode 210","2","10","2008-01-10"
"79488","359110","MILF Island","2","11","2008-04-10"
"79488","359111","Subway Hero","2","12","2008-04-17"
"79488","359112","Succession","2","13","2008-04-24"
"79488","364835","Sandwich Day","2","14","2008-05-01"
"79488","364975","Cooter","2","15","2008-05-08"
"79488","400500","Do-Over","3","1.0","2008-10-30"
"79488","402805","Believe in the Stars","3","2.0","2008-11-06"
"79488","402806","The One with the Cast of 'Night Court'","3","3.0","2008-11-13"
"79488","402807","Gavin Volure","3","4.0","2008-11-20"
"79488","407874","Reunion","3","5.0","2008-12-04"
"79488","410342","Christmas Special","3","6.0","2008-12-11"
"79488","419191","Senor Macho Solo","3","7.0","2009-01-08"
"79488","419192","Flu Shot","3","8.0","2009-01-15"
"79488","424955","Retreat to Move Forward","3","9.0","2009-01-22"
"79488","431182","Generalissimo","3","10.0","2009-02-05"
"79488","431183","St. Valentine's Day","3","11.0","2009-02-12"
"79488","435725","Larry King","3","12.0","2009-02-26"
"79488","435726","Goodbye, My Friend","3","13.0","2009-03-05"
"79488","435727","The Funcooker","3","14.0","2009-03-12"
"79488","435728","The Bubble","3","15.0","2009-03-19"
"79488","468091","Apollo, Apollo","3","16.0","2009-03-26"
"79488","513031","Cutbacks","3","17.0","2009-04-09"
"79488","534601","Jackie Jormp-Jomp","3","18.0","2009-04-16"
"79488","534611","The Ones","3","19.0","2009-04-23"
"79488","534621","The Natural Order","3","20.0","2009-04-30"
"79488","534631","Mamma Mia","3","21.0","2009-05-07"
"79488","556381","Kidney Now!","3","22.0","2009-05-14"
"79488","1084341","Season 4","4","1.0","2009-10-15"
"79488","1184781","Into the Crevasse","4","2.0","2009-10-22"
"79488","1185671","Stone Mountain","4","3.0","2009-10-29"
"79488","1269231","Audition Day","4","4.0","2009-11-05"
"79488","1270041","The Problem Solvers","4","5.0","2009-11-12"
"79488","1308061","Sun Tea","4","6.0","2009-11-19"
"79488","1321231","Dealbreakers Talk Show #0001","4","7.0","2009-12-03"
"79488","1321241","Secret Santa","4","8.0","2009-12-10"
"79488","1529541","Klaus and Greta","4","9.0","2010-01-14"
"79488","1551041","Black Light Attack!","4","10.0","2010-01-14"
"79488","1583401","Winter Madness","4","11.0","2010-01-21"
"79488","1583411","Verna","4","12.0","2010-02-04"
"79488","1706571","Anna Howard Shaw Day","4","13.0","2010-02-11"
"79488","1847161","Future Husband","4","14.0","2010-03-11"
"79488","1847171","Don Geiss, America and Hope","4","15.0","2010-03-18"
"79488","1847181","Floyd","4","16.0","2010-03-25"
"79488","1984841","Lee Marvin vs. Derek Jeter","4","17.0","2010-04-22"
"79488","1984851","Khonani","4","18.0","2010-04-22"
"79488","2048861","Argus","4","19.0","2010-04-29"
"79488","2075101","The Moms","4","20.0","2010-05-06"
"79488","2122241","Emanuelle Goes to Dinosaur Land","4","21.0","2010-05-13"
"79488","2171411","I Do Do","4","22.0","2010-05-20"
"79488","2518051","The Fabian Strategy","5","1.0","2010-09-23"
"79488","2832681","When It Rains, It Pours","5","2.0","2010-09-30"
"79488","2845621","Let's Stay Together","5","3.0","2010-10-07"
"79488","2913171","Live Show (East Coast)","5","4.0","2010-10-14"
"79488","2972771","Reaganing","5","5.0","2010-10-21"
"79488","2972431","Gentleman's Intermission","5","6.0","2010-11-04"
"79488","3027201","Brooklyn Without Limits","5","7.0","2010-11-11"
"79488","3111391","College","5","8.0","2010-11-18"
"79488","3193701","Chain Reaction of Mental Anguish","5","9.0","2010-12-02"
"79488","3193721","Christmas Attack Zone","5","10.0","2010-12-09"
"79488","3388921","Mrs. Donaghy","5","11.0","2011-01-20"
"79488","3511021","Operation Righteous Cowboy Lightning","5","12.0","2011-01-27"
"79488","3609631","¡Qué Sorpresa!","5","13.0","2011-02-03"
"79488","3609651","Double-Edged Sword","5","14.0","2011-02-10"
"79488","3718221","It's Never Too Late for Now","5","15.0","2011-02-17"
"79488","3763601","TGS Hates Women","5","16.0","2011-02-24"
"79488","3784241","Queen of Jordan","5","17.0","2011-03-17"
"79488","3926071","Plan B","5","18.0","2011-03-24"
"79488","3990801","I Heart Connecticut","5","19.0","2011-04-14"
"79488","3990811","100 (1)","5","20.0","2011-04-21"
"79488","3990821","100 (2)","5","20.1","2011-04-21"
"79488","3990831","Everything Sunny All the Time Always","5","21.0","2011-04-28"
"79488","3990841","Respawn","5","22.0","2011-05-05"
"79488","4183946","Dance Like Nobody's Watching","6","1","2012-01-12"
"79488","4233755","Idiots Are People Two!","6","2","2012-01-19"
"79488","4241590","Idiots Are People Three!","6","3","2012-01-26"
"79488","4241591","The Ballad of Kenneth Parcell","6","4","2012-01-26"
"79488","4245765","Today You Are a Man","6","5","2012-02-02"
"79488","4245766","Hey, Baby, What's Wrong? (1)","6","6","2012-02-09"
"79488","4245767","Hey, Baby, What's Wrong? (2)","6","7","2012-02-09"
"79488","4245768","The Tuxedo Begins","6","8","2012-02-16"
"79488","4258916","Leap Day","6","9","2012-02-23"
"79488","4265806","Alexis Goodlooking and the Case of the Missing Whisky","6","10","2012-03-01"
"79488","4266557","Standards and Practices","6","11","2012-03-08"
"79488","4282969","St. Patrick's Day","6","12","2012-03-15"
"79488","4286972","Grandmentor","6","13","2012-03-22"
"79488","4286973","Kidnapped by Danger","6","14","2012-03-22"
"79488","4291939","The Shower Principle","6","15","2012-03-29"
"79488","4291940","Nothing Left to Lose","6","16","2012-04-05"
"79488","4291941","Meet the Woggels","6","17","2012-04-12"
"79488","4291942","Murphy Brown Lied to Us","6","18","2012-04-19"
"79488","4291943","Live from Studio 6H (East Coast)","6","19","2012-04-26"
"79488","4291944","Queen of Jordan II: Mystery of the Phantom Pooper","6","20","2012-05-03"
"79488","4291945","The Return of Avery Jessup","6","21","2012-05-10"
"79488","4291946","What Will Happen to the Gang Next Year?","6","22","2012-05-17"
"79488","4341948","TBA","7","1","2012-10-04"
"79488","4357923","TBA","7","2",""
"79488","4357924","TBA","7","3",""
"79488","4357925","TBA","7","4",""
"79488","4357926","TBA","7","5",""
"79488","4357927","TBA","7","6",""
"79488","4357928","TBA","7","7",""
"79488","4357929","TBA","7","8",""
"79488","4357930","TBA","7","9",""
"79488","4357931","TBA","7","10",""
"79488","4357932","TBA","7","11",""
"79488","4357933","TBA","7","12",""
"79488","4357934","TBA - Hour Long Finale","7","13",""
"81189","349232","Pilot","1","1.0","2008-01-20"
"81189","349233","Cat's in the Bag...","1","2.0","2008-01-27"
"81189","349235","...And the Bag's in the River","1","3.0","2008-02-10"
"81189","349236","Cancer Man","1","4.0","2008-02-17"
"81189","349238","Gray Matter","1","5.0","2008-02-24"
"81189","355100","Crazy Handful of Nothin'","1","6.0","2008-03-02"
"81189","352534","A No-Rough-Stuff-Type Deal","1","7.0","2008-03-09"
"81189","438912","Seven Thirty-Seven","2","1.0","2009-03-08"
"81189","438913","Grilled","2","2.0","2009-03-15"
"81189","438914","Bit by a Dead Bee","2","3.0","2009-03-22"
"81189","438915","Down","2","4.0","2009-03-29"
"81189","438916","Breakage","2","5.0","2009-04-05"
"81189","438917","Peekaboo","2","6.0","2009-04-12"
"81189","438918","Negro y Azul","2","7.0","2009-04-19"
"81189","438919","Better Call Saul","2","8.0","2009-04-26"
"81189","438920","4 Days Out","2","9.0","2009-05-03"
"81189","438921","Over","2","10.0","2009-05-10"
"81189","438922","Mandala","2","11.0","2009-05-17"
"81189","438923","Phoenix","2","12.0","2009-05-24"
"81189","438924","ABQ","2","13.0","2009-05-31"
"81189","1533641","No Mas","3","1","2010-03-21"
"81189","1894731","Caballo Sin Nombre","3","2","2010-03-28"
"81189","1894741","I.F.T.","3","3","2010-04-04"
"81189","2012411","Green Light","3","4","2010-04-11"
"81189","2055301","Mas","3","5","2010-04-18"
"81189","2062371","Sunset","3","6","2010-04-25"
"81189","2062381","One Minute","3","7","2010-05-02"
"81189","2062391","I See You","3","8","2010-05-09"
"81189","2062401","Kafkaesque","3","9","2010-05-16"
"81189","2062411","Fly","3","10","2010-05-23"
"81189","2062421","Abiquiu","3","11","2010-05-30"
"81189","2106591","Half Measures","3","12","2010-06-06"
"81189","2106601","Full Measure","3","13","2010-06-13"
"81189","2639411","Box Cutter","4","1","2011-07-17"
"81189","4103847","Thirty-Eight Snub","4","2","2011-07-24"
"81189","4110088","Open House","4","3","2011-07-31"
"81189","4123350","Bullet Points","4","4","2011-08-07"
"81189","4123351","Shotgun","4","5","2011-08-14"
"81189","4123352","Cornered","4","6","2011-08-21"
"81189","4123353","Problem Dog","4","7","2011-08-28"
"81189","4127161","Hermanos","4","8","2011-09-04"
"81189","4145291","Bug","4","9","2011-09-11"
"81189","4157318","Salud","4","10","2011-09-18"
"81189","4159118","Crawl Space","4","11","2011-09-25"
"81189","4164049","End Times","4","12","2011-10-02"
"81189","4164050","Face Off","4","13","2011-10-09"
"81189","4307741","Live Free or Die","5","1","2012-07-15"
"81189","4339517","Madrigal","5","2","2012-07-22"
"81189","4339518","Hazard Pay","5","3","2012-07-29"
"81189","4354293","Fifty-One","5","4","2012-08-05"
"81189","4354294","Dead Freight","5","5","2012-08-12"
"81189","4354295","Buyout","5","6","2012-08-19"
"81189","4354296","Everyone Wins","5","7","2012-08-26"
"81189","4364463","TBA","5","8","2012-09-02"
"74543","148148","Entourage (Pilot)","1","1.0","2004-07-18"
"74543","148149","The Review","1","2.0","2004-07-25"
"74543","148150","Talk Show","1","3.0","2004-08-01"
"74543","148151","Date Night","1","4.0","2004-08-08"
"74543","148152","The Script & the Sherpa","1","5.0","2004-08-15"
"74543","148153","Busey and the Beach","1","6.0","2004-08-22"
"74543","148154","The Scene","1","7.0","2004-08-29"
"74543","148155","New York","1","8.0","2004-09-12"
"74543","148156","The Boys Are Back in Town","2","1.0","2005-06-05"
"74543","148157","My Maserati Does 185","2","2.0","2005-06-12"
"74543","148159","Aquamansion","2","3.0","2005-06-19"
"74543","148160","An Offer Refused","2","4.0","2005-06-26"
"74543","297916","Neighbors","2","5.0","2005-07-03"
"74543","297917","Chinatown","2","6.0","2005-07-10"
"74543","148161","The Sundance Kids","2","7.0","2005-07-17"
"74543","297918","Oh, Mandy","2","8.0","2005-07-24"
"74543","297919","I Love You Too","2","9.0","2005-07-31"
"74543","297920","The Bat Mitzvah","2","10.0","2005-08-07"
"74543","297921","Blue Balls Lagoon","2","11.0","2005-08-14"
"74543","297922","Good Morning Saigon","2","12.0","2005-08-21"
"74543","297923","Exodus","2","13.0","2005-08-28"
"74543","297924","The Abyss","2","14.0","2005-09-04"
"74543","308747","Aquamom","3","1.0","2006-06-11"
"74543","308748","One Day in the Valley","3","2.0","2006-06-18"
"74543","308749","Dominated","3","3.0","2006-06-25"
"74543","308750","Guys and Doll","3","4.0","2006-07-02"
"74543","308751","Crash and Burn","3","5.0","2006-07-09"
"74543","308752","Three's Company","3","6.0","2006-07-16"
"74543","308753","Strange Days","3","7.0","2006-07-23"
"74543","308754","The Release","3","8.0","2006-07-30"
"74543","308755","Vegas Baby, Vegas!","3","9.0","2006-08-06"
"74543","308756","I Wanna Be Sedated","3","10.0","2006-08-13"
"74543","308757","What About Bob?","3","11.0","2006-08-20"
"74543","308758","Sorry, Ari","3","12.0","2006-08-27"
"74543","327384","Less Than 30","3","13.0","2007-04-08"
"74543","327385","Dog Day Afternoon","3","14.0","2007-04-15"
"74543","327386","Manic Monday","3","15.0","2007-04-22"
"74543","327387","Gotcha!","3","16.0","2007-04-29"
"74543","327388","Return of the King","3","17.0","2007-05-06"
"74543","327389","The Resurrection","3","18.0","2007-05-13"
"74543","327390","The Prince's Bride","3","19.0","2007-05-20"
"74543","327391","Adios Amigos","3","20.0","2007-06-03"
"74543","330217","Welcome to the Jungle","4","1.0","2007-06-17"
"74543","330218","The First Cut Is the Deepest","4","2.0","2007-06-24"
"74543","330219","Malibooty","4","3.0","2007-07-01"
"74543","330220","Sorry, Harvey","4","4.0","2007-07-08"
"74543","330221","The Dream Team","4","5.0","2007-07-15"
"74543","330222","The WeHo Ho","4","6.0","2007-07-22"
"74543","330223","The Day Fuckers","4","7.0","2007-07-29"
"74543","330224","Gary's Desk","4","8.0","2007-08-05"
"74543","333494","The Young and the Stoned","4","9.0","2007-08-12"
"74543","333903","Snow Job","4","10.0","2007-08-19"
"74543","334001","No Cannes Do","4","11.0","2007-08-26"
"74543","334527","The Cannes Kids","4","12.0","2007-09-02"
"74543","361072","Fantasy Island","5","1.0","2008-09-07"
"74543","361073","Unlike a Virgin","5","2.0","2008-09-14"
"74543","361074","The All Out Fall Out","5","3.0","2008-09-21"
"74543","361075","Fire Sale","5","4.0","2008-09-28"
"74543","385996","Tree Trippers","5","5.0","2008-10-05"
"74543","385997","Redomption","5","6.0","2008-10-12"
"74543","385998","Gotta Look Up to Get Down","5","7.0","2008-10-19"
"74543","385999","First Class Jerk","5","8.0","2008-10-26"
"74543","386257","Pie","5","9.0","2008-11-02"
"74543","386258","Seth Green Day","5","10.0","2008-11-09"
"74543","386259","Play'n With Fire","5","11.0","2008-11-16"
"74543","386260","Return to Queen's Blvd","5","12.0","2008-11-23"
"74543","780681","Drive","6","1","2009-07-12"
"74543","780691","Amongst Friends","6","2","2009-07-19"
"74543","780701","One Car, Two Car, Red Car, Blue Car","6","3","2009-07-26"
"74543","919331","Running on E","6","4","2009-08-02"
"74543","919341","Fore!","6","5","2009-08-09"
"74543","919351","Murphy's Lie","6","6","2009-08-16"
"74543","919361","No More Drama","6","7","2009-08-23"
"74543","919371","The Sorkin Notes","6","8","2009-08-30"
"74543","988571","Security Briefs","6","9","2009-09-13"
"74543","988581","Berried Alive","6","10","2009-09-20"
"74543","988591","Scared Straight","6","11","2009-09-27"
"74543","1040321","Give a Little Bit","6","12","2009-10-04"
"74543","2119281","Stunted","7","1","2010-06-27"
"74543","2369371","Buzzed","7","2","2010-07-11"
"74543","2454581","Dramedy","7","3","2010-07-18"
"74543","2480181","Tequila Sunrise","7","4","2010-07-25"
"74543","2514881","Bottoms Up","7","5","2010-08-01"
"74543","2514901","Hair","7","6","2010-08-08"
"74543","2514991","Tequila and Coke","7","7","2010-08-15"
"74543","2515051","Sniff Sniff Gang Bang","7","8","2010-08-22"
"74543","2515061","Porn Scenes from an Italian Restaurant","7","9","2010-08-29"
"74543","2601521","Lose Yourself","7","10","2010-09-12"
"74543","4095761","Home Sweet Home","8","1","2011-07-24"
"74543","4104996","Out With a Bang","8","2","2011-07-31"
"74543","4104997","One Last Shot","8","3","2011-08-07"
"74543","4104998","Whiz Kid","8","4","2011-08-14"
"74543","4104999","Motherfucker","8","5","2011-08-21"
"74543","4105000","The Big Bang","8","6","2011-08-28"
"74543","4105001","Second to Last","8","7","2011-09-04"
"74543","4105002","The End","8","8","2011-09-11"
"82283","371461","Strange Love","1","1.0","2008-09-07"
"82283","371462","The First Taste","1","2.0","2008-09-14"
"82283","371468","Mine","1","3","2008-09-21"
"82283","371469","Escape from Dragon House","1","4","2008-09-28"
"82283","371470","Sparks Fly Out","1","5","2008-10-05"
"82283","371471","Cold Ground","1","6","2008-10-12"
"82283","371472","Burning House of Love","1","7","2008-10-19"
"82283","371473","The Fourth Man in the Fire","1","8","2008-10-26"
"82283","371474","Plaisir D'Amour","1","9","2008-11-02"
"82283","371475","I Don't Wanna Know","1","10","2008-11-09"
"82283","371476","To Love is to Bury","1","11","2008-11-16"
"82283","371477","You'll Be the Death of Me","1","12","2008-11-23"
"82283","532611","Nothing But the Blood","2","1","2009-06-14"
"82283","532621","Keep This Party Going","2","2","2009-06-21"
"82283","532631","Scratches","2","3","2009-06-28"
"82283","532641","Shake and Fingerpop","2","4","2009-07-12"
"82283","532651","Never Let Me Go","2","5","2009-07-19"
"82283","532661","Hard-Hearted Hannah","2","6","2009-07-26"
"82283","717381","Release Me","2","7","2009-08-02"
"82283","717391","Timebomb","2","8","2009-08-09"
"82283","717401","I Will Rise Up","2","9","2009-08-16"
"82283","717411","New World In My View","2","10","2009-08-23"
"82283","717421","Frenzy","2","11","2009-08-30"
"82283","982491","Beyond Here Lies Nothin'","2","12","2009-09-13"
"82283","1358901","Bad Blood","3","1","2010-06-13"
"82283","1358911","Beautifully Broken","3","2","2010-06-20"
"82283","1358921","It Hurts Me Too","3","3","2010-06-27"
"82283","1583661","9 Crimes","3","4","2010-07-11"
"82283","1781931","Trouble","3","5","2010-07-18"
"82283","1781941","I Got A Right To Sing The Blues","3","6","2010-07-25"
"82283","2091141","Hitting the Ground","3","7","2010-08-01"
"82283","2091151","Night on the Sun","3","8","2010-08-08"
"82283","2091161","Everything Is Broken","3","9","2010-08-15"
"82283","2091171","I Smell A Rat","3","10","2010-08-22"
"82283","2091181","Fresh Blood","3","11","2010-08-29"
"82283","2091191","Evil Is Going On","3","12","2010-09-12"
"82283","3278981","She's Not There","4","1","2011-06-26"
"82283","3463961","You Smell Like Dinner","4","2","2011-07-03"
"82283","4055451","If You Love Me, Why am I Dyin'?","4","3","2011-07-10"
"82283","4055461","I'm Alive and On Fire","4","4","2011-07-17"
"82283","4055471","Me and the Devil","4","5","2011-07-24"
"82283","4055481","I Wish I Was the Moon","4","6","2011-07-31"
"82283","4055491","Cold Grey Light of Dawn","4","7","2011-08-07"
"82283","4081361","Spellbound","4","8","2011-08-14"
"82283","4081362","Let's Get Out of Here","4","9","2011-08-21"
"82283","4081363","Burning Down the House","4","10","2011-08-28"
"82283","4081364","Soul of Fire","4","11","2011-09-04"
"82283","4081365","And When I Die","4","12","2011-09-11"
"82283","4242348","Turn! Turn! Turn!","5","1","2012-06-10"
"82283","4242349","Authority Always Wins","5","2","2012-06-17"
"82283","4242350","Whatever I Am, You Made Me","5","3","2012-06-24"
"82283","4242351","We'll Meet Again","5","4","2012-07-01"
"82283","4283826","Let's Boot and Rally","5","5","2012-07-08"
"82283","4292793","Hopeless","5","6","2012-07-15"
"82283","4292794","In the Beginning","5","7","2012-07-22"
"82283","4292795","Somebody That I Used to Know","5","8","2012-07-29"
"82283","4292796","Everybody Wants to Rule the World ","5","9","2012-08-05"
"82283","4292797","Gone, Gone, Gone","5","10","2012-08-12"
"82283","4292798","Song of the Dead Faerie","5","11","2012-08-19"
"82283","4292799","Save Yourself","5","12","2012-08-26"
"94571","657721","Pilot","1","1.0","2009-09-17"
"94571","1077131","Spanish 101","1","2.0","2009-09-24"
"94571","1084101","Introduction to Film","1","3.0","2009-10-01"
"94571","1084111","Social Psychology","1","4.0","2009-10-08"
"94571","1180141","Advanced Criminal Law","1","5.0","2009-10-15"
"94571","1180151","Football, Feminism and You","1","6.0","2009-10-22"
"94571","1243291","Introduction to Statistics","1","7.0","2009-10-29"
"94571","1268111","Home Economics","1","8.0","2009-11-05"
"94571","1268121","Debate 109","1","9.0","2009-11-12"
"94571","1268131","Environmental Science","1","10.0","2009-11-19"
"94571","1363161","The Politics of Human Sexuality","1","11.0","2009-12-03"
"94571","1363171","Comparative Religion","1","12.0","2009-12-10"
"94571","1526721","Investigative Journalism","1","13.0","2010-01-14"
"94571","1526811","Interpretive Dance","1","14.0","2010-01-21"
"94571","1588691","Romantic Expressionism","1","15.0","2010-02-04"
"94571","1669251","Communication Studies","1","16.0","2010-02-11"
"94571","1821991","Physical Education","1","17.0","2010-03-04"
"94571","1822051","Basic Genealogy","1","18.0","2010-03-11"
"94571","1822061","Beginner Pottery","1","19.0","2010-03-18"
"94571","1952101","The Science of Illusion","1","20.0","2010-03-25"
"94571","1984871","Contemporary American Poultry","1","21.0","2010-04-22"
"94571","2106571","The Art of Discourse","1","22.0","2010-04-29"
"94571","2075111","Modern Warfare","1","23.0","2010-05-06"
"94571","2106581","English as a Second Language","1","24.0","2010-05-13"
"94571","2110921","Pascal's Triangle Revisited","1","25.0","2010-05-20"
"94571","2447051","Anthropology 101","2","1.0","2010-09-23"
"94571","2832701","Accounting for Lawyers","2","2.0","2010-09-30"
"94571","2836501","The Psychology of Letting Go","2","3.0","2010-10-07"
"94571","2913311","Basic Rocket Science","2","4","2010-10-14"
"94571","2941421","Messianic Myths and Ancient Peoples","2","5","2010-10-21"
"94571","3002441","Epidemiology","2","6","2010-10-28"
"94571","3012181","Aerodynamics of Gender","2","7","2010-11-04"
"94571","3019391","Cooperative Calligraphy","2","8","2010-11-11"
"94571","3056801","Conspiracy Theories and Interior Design","2","9","2010-11-18"
"94571","3162471","Mixology Certification","2","10","2010-12-02"
